means	Presynaptic Neuron	Postsynaptic Neuron	g	tau_d	tau_r	tau_f	U
2143	CA3 Trilaminar (-)01113p	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.488256453	7.004820982	565.3010561	21.75655177	0.209638207
2144	CA2 Bistratified (-)0313p	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	2.161385586	6.137022532	581.804413	16.69864646	0.233844496
2145	CA1 Quadrilaminar (-)3333	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.615318779	6.784456923	520.2363424	21.29945793	0.223994706
2146	CA1 LMR Projecting (-)3300p	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.596726972	6.962039335	576.3073187	22.59707728	0.207827367
2147	CA1 LMR (-)3300	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.672705308	7.040157943	569.4921614	18.23608385	0.221790255
2148	CA1 Radial Trilaminar (-)2333	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.399532088	6.911729555	614.0838395	24.3774045	0.204319753
2149	CA1 Schaffer Collateral-Associated (-)2311	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.253463987	6.997017013	624.5971919	25.1444429	0.172453587
2150	CA1 Back-Projection (-)1133p	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.620357543	7.201974987	596.5193809	21.68278887	0.21780587
2151	CA1 Radiatum (-)0300	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	0.858342745	8.851067675	715.6502377	17.56257477	0.224024157
2152	CA1 SO-SO (-)0003	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.58115442	7.168582724	573.1872398	21.01732361	0.220991823
2153	CA1 Trilaminar (-)0113p	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.466749214	7.354336167	624.1904939	17.97185124	0.216668231
2154	CA1 Hippocampo-Subicular Projecting ENK+ (-)0313p	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.53569278	6.971326979	590.4549735	21.0773129	0.220966929
2155	CA1 Oriens/Alveus (-)2233	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.562562417	6.44267255	585.4496664	16.88827031	0.22031039
2156	CA1 R-Receiving Apical-Targeting (-)1300	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.527615537	6.947092747	580.8974516	22.43454303	0.212476595
2157	CA1 Oriens-Bistratified Projecting (-)1113p	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.509163325	7.065737224	585.146071	20.06390655	0.220942115
2158	CA1 Bistratified (-)0333	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.397498533	9.812657395	717.6994432	14.47774437	0.251250173
2159	CA1 Ivy (-)0333	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.422791535	8.629021604	657.7771077	17.09974072	0.237272728
2160	CA1 Oriens-Bistratified (-)0103	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.471264416	7.297730751	586.2986355	20.7257767	0.226613232
2161	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.552913619	6.926034471	584.487343	20.88156622	0.219217793
2162	CA1 O-LMR (-)1102	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.580473794	6.832359057	589.6745829	19.1272204	0.221642576
2163	CA1 Recurrent O-LM (-)1003	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.591348064	7.024350043	591.9957432	18.87347437	0.222147082
2164	CA1 Interneuron Specific O-Targeting QuadD (-)2223	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.270448268	6.96260437	597.5054409	21.91248128	0.193055948
2165	CA1 Interneuron Specific LM-R (-)2100	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.598596621	6.719301615	573.4124291	21.8213188	0.220505739
2166	CA1 Interneuron Specific LMO-O (-)2003	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.521811392	6.941090066	566.016076	22.97412653	0.229354278
2167	CA1 Interneuron Specific O-R (-)0102	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.608330691	6.848566199	575.0753776	20.08758281	0.219709904
2168	CA1 Interneuron Specific LMR-R (-)2300	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.591120666	6.701469411	576.3208405	22.25054012	0.218876075
2169	CA1 Interneuron Specific R-O (-)0221	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.459108314	6.984964662	562.3411225	21.60489618	0.230455541
2170	CA1 Interneuron Specific RO-O (-)0203	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	1.517818633	6.903970137	562.8280881	22.09230967	0.229063733
2171	CA3 Pyramidal (+)23223p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	0.978667963	6.214650772	384.9506897	32.30708172	0.179394349
2172	CA3c Pyramidal (+)03223p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.627167679	4.932119747	328.3528417	35.15273875	0.206738199
2173	CA2 Pyramidal (+)2333p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.753505605	3.974281587	275.5890183	70.36840088	0.229213151
2174	CA1 Pyramidal (+)2223p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.461379812	4.088132927	283.0441564	77.59037878	0.16597915
2175	CA1 Radiatum Giant (+)2201	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.229652248	5.004914343	402.3740764	43.27468932	0.154084429
2176	CA1 Cajal-Retzius (+)3000	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.556623711	4.605557273	396.2474415	42.64790254	0.221475653
2177	SUB CA1-Projecting Pyramidal (+)331p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	2.345500655	3.851827181	350.3561436	41.32186373	0.234482988
2178	EC LIII Pyramidal (+)223111p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.56561589	4.352642291	334.4831524	45.7716493	0.215887364
2179	EC LIII Pyramidal-Stellate (+)223200p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.542829017	4.486066426	349.3550818	41.15701566	0.225974415
2180	CA2 Wide-Arbor Basket (-)2232p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.878357068	7.218909784	548.1975529	18.96881353	0.227912248
2181	CA1 Horizontal Basket (-)0012	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.423711755	8.380266179	709.1953761	21.00347217	0.221953269
2182	CA1 Basket (-)2232	CA1 Interneuron Specific O-Targeting QuadD (-)2223	3.41699758	4.662033511	583.4807362	20.28801999	0.25189139
2183	CA1 Basket CCK+ (-)2232	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.437198498	7.564739093	613.1544623	69.53568875	0.21040603
2184	CA3 Trilaminar (-)01113p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.536729157	6.664255248	555.0752066	24.04879462	0.200875007
2185	CA2 Bistratified (-)0313p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	2.253314984	5.835574834	572.3076124	18.40918097	0.225683536
2186	CA1 Quadrilaminar (-)3333	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.659302812	6.449571544	498.7350111	24.19113077	0.21507784
2187	CA1 LMR Projecting (-)3300p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.64275792	6.594616956	561.7810988	25.62245713	0.197371957
2188	CA1 LMR (-)3300	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.733433205	6.638722231	551.7859458	20.95082772	0.211103115
2189	CA1 Perforant Path-Associated (-)3200p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.785692464	6.24597102	553.4758024	29.9160216	0.202329805
2190	CA1 Neurogliaform Projecting (-)3000p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.406536719	7.893964533	534.6303719	32.88398068	0.206607422
2191	CA1 Neurogliaform (-)3000	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.4577367	7.556511142	527.6108373	24.91862059	0.203827433
2192	CA1 Radial Trilaminar (-)2333	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.43557611	6.704769002	597.4653849	26.88201057	0.196472846
2193	CA1 Schaffer Collateral-Associated (-)2311	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.2812879	6.689662789	606.4036419	27.82679193	0.163535439
2194	CA1 Back-Projection (-)1133p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.699577758	6.805780377	574.3766497	24.52286873	0.207714595
2195	CA1 Radiatum (-)0300	CA1 Interneuron Specific O-Targeting QuadD (-)2223	0.88583628	8.434010265	689.3556509	19.74495735	0.212483354
2196	CA1 SO-SO (-)0003	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.645239629	6.744054883	559.3771544	23.31709031	0.211522329
2197	CA1 Trilaminar (-)0113p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.53320668	6.940357242	601.8833275	20.37403391	0.205903829
2198	CA1 Hippocampo-Subicular Projecting ENK+ (-)0313p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.585364516	6.620078593	573.9634517	23.65515305	0.211028017
2199	CA1 Oriens/Alveus (-)2233	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.648971902	6.061271611	556.5065461	18.33858754	0.210948155
2200	CA1 R-Receiving Apical-Targeting (-)1300	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.58777353	6.59662868	564.7756371	25.3736622	0.201622593
2201	CA1 OR-LM (-)1202	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.67767642	6.387310817	543.3793149	25.19193597	0.209773179
2202	CA1 Oriens-Bistratified Projecting (-)1113p	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.565867519	6.683286775	565.6072642	22.72370266	0.21049381
2203	CA1 O-LM (-)1002	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.690882779	6.498773275	571.8989351	20.91195932	0.207744676
2204	CA1 Perforant Path-Associated QuadD (-)3222	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.823763209	6.28958935	561.5024525	23.66539925	0.216568382
2205	CA1 Bistratified (-)0333	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.440861758	9.242647266	687.1838232	16.28203338	0.24002429
2206	CA1 Ivy (-)0333	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.469136115	8.17029452	635.214135	19.16282506	0.226028245
2207	CA1 Oriens-Bistratified (-)0103	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.538948379	6.862952746	564.9136533	23.73416676	0.216748233
2208	CA1 Schaffer Collateral-Receiving R-Targeting (-)0322	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.611809867	6.541358512	569.8916308	23.16666699	0.209083321
2209	CA1 O-LMR (-)1102	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.647138509	6.449931922	570.4216693	21.52562361	0.211263521
2210	CA1 Recurrent O-LM (-)1003	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.664943627	6.629692046	572.8794775	21.18454004	0.211236549
2211	CA1 Interneuron Specific O-Targeting QuadD (-)2223	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.306974295	6.630159854	582.9867929	24.0220876	0.183190147
2212	CA1 Interneuron Specific LM-R (-)2100	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.646235051	6.392253313	559.1377633	24.4425146	0.210423851
2213	CA1 Interneuron Specific LMO-O (-)2003	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.570875963	6.576808687	552.7574028	25.45832041	0.220232486
2214	CA1 Interneuron Specific O-R (-)0102	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.66130162	6.48949089	560.2626662	22.30413757	0.209421092
2215	CA1 Interneuron Specific LMR-R (-)2300	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.626651385	6.376972017	558.6797236	25.62630224	0.208164133
2216	CA1 Interneuron Specific R-O (-)0221	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.509387383	6.606524607	546.6987914	24.25491079	0.221493643
2217	CA1 Interneuron Specific RO-O (-)0203	CA1 Interneuron Specific O-Targeting QuadD (-)2223	1.566237221	6.558467999	547.7981876	24.77172327	0.220387727
2218	CA1 Cajal-Retzius (+)3000	CA1 Interneuron Specific LM-R (-)2100	1.515500871	4.627728832	377.8329461	39.11908517	0.224931883
2219	SUB CA1-Projecting Pyramidal (+)331p	CA1 Interneuron Specific LM-R (-)2100	2.313114158	3.839445321	338.9239719	37.66940676	0.238995878
2220	EC LIII Pyramidal (+)223111p	CA1 Interneuron Specific LM-R (-)2100	1.510939028	4.366805531	324.1277675	41.43123336	0.220024587
2221	EC LIII Pyramidal-Stellate (+)223200p	CA1 Interneuron Specific LM-R (-)2100	1.488618705	4.502618158	338.8072763	37.34534013	0.230026682
2222	CA1 Quadrilaminar (-)3333	CA1 Interneuron Specific LM-R (-)2100	1.598726685	6.423989922	483.0511658	21.54600074	0.217419578
2223	CA1 LMR Projecting (-)3300p	CA1 Interneuron Specific LM-R (-)2100	1.563586705	6.668597662	549.5316527	22.73345424	0.200886888
2224	CA1 LMR (-)3300	CA1 Interneuron Specific LM-R (-)2100	1.644927728	6.658027541	538.3172473	18.88727219	0.215097607
2225	CA1 Perforant Path-Associated (-)3200p	CA1 Interneuron Specific LM-R (-)2100	1.7009337	6.267650115	539.9695232	26.69322112	0.205601576
2226	CA1 Neurogliaform Projecting (-)3000p	CA1 Interneuron Specific LM-R (-)2100	1.301049011	8.046208653	521.5585341	29.56809084	0.20907334
2227	CA1 Neurogliaform (-)3000	CA1 Interneuron Specific LM-R (-)2100	1.351283371	7.685268545	513.8580192	22.7258255	0.206565661
2228	CA1 Back-Projection (-)1133p	CA1 Interneuron Specific LM-R (-)2100	1.633053855	6.805835404	553.978732	22.05333876	0.211647425
2229	CA1 R-Receiving Apical-Targeting (-)1300	CA1 Interneuron Specific LM-R (-)2100	1.524383865	6.648269094	552.1594619	22.69358078	0.205135669
2230	CA1 OR-LM (-)1202	CA1 Interneuron Specific LM-R (-)2100	1.617604394	6.440041193	532.0663582	22.64345706	0.212826179
2231	CA1 Oriens-Bistratified Projecting (-)1113p	CA1 Interneuron Specific LM-R (-)2100	1.515221145	6.673157419	547.1139435	20.36162002	0.21472054
2232	CA1 O-LM (-)1002	CA1 Interneuron Specific LM-R (-)2100	1.631402388	6.502586506	552.0470895	18.91301658	0.212476817
2233	CA1 Perforant Path-Associated QuadD (-)3222	CA1 Interneuron Specific LM-R (-)2100	1.737009307	6.336810785	549.9724927	21.42307564	0.220119862
2234	CA1 O-LMR (-)1102	CA1 Interneuron Specific LM-R (-)2100	1.588886396	6.477477616	553.1890732	19.34801925	0.215408899
2235	CA1 Recurrent O-LM (-)1003	CA1 Interneuron Specific LM-R (-)2100	1.607257377	6.575824467	551.4491504	19.16886028	0.215592225
2236	CA3 Pyramidal (+)23223p	CA1 Interneuron Specific LMO-O (-)2003	0.967087139	6.234274812	390.2043388	32.00655433	0.179610781
2237	CA3c Pyramidal (+)03223p	CA1 Interneuron Specific LMO-O (-)2003	1.614014085	4.943615419	332.1699062	34.99446352	0.207088783
2238	CA2 Pyramidal (+)2333p	CA1 Interneuron Specific LMO-O (-)2003	1.73791112	3.980084486	279.7189115	69.89083859	0.229471435
2239	CA1 Pyramidal (+)2223p	CA1 Interneuron Specific LMO-O (-)2003	1.449468037	4.096841565	288.5528184	76.81152717	0.166184713
2240	CA1 Radiatum Giant (+)2201	CA1 Interneuron Specific LMO-O (-)2003	1.217100066	5.013886488	407.8912065	42.97340747	0.154422872
2241	CA1 Cajal-Retzius (+)3000	CA1 Interneuron Specific LMO-O (-)2003	1.540784692	4.613722393	404.5047235	42.31297458	0.221538912
2242	SUB CA1-Projecting Pyramidal (+)331p	CA1 Interneuron Specific LMO-O (-)2003	2.328511432	3.860351957	355.7974637	41.03017907	0.234790842
2243	EC LIII Pyramidal (+)223111p	CA1 Interneuron Specific LMO-O (-)2003	1.550919963	4.361702444	339.5839204	45.45109935	0.215850881
2244	EC LIII Pyramidal-Stellate (+)223200p	CA1 Interneuron Specific LMO-O (-)2003	1.528096242	4.495021088	354.4603836	40.8047627	0.225906617
2245	CA2 Wide-Arbor Basket (-)2232p	CA1 Interneuron Specific LMO-O (-)2003	1.869395753	7.219384676	551.3933447	18.79339113	0.228076414
2246	CA1 Horizontal Basket (-)0012	CA1 Interneuron Specific LMO-O (-)2003	1.418859767	8.373431302	716.6875859	20.7866047	0.22246156
2247	CA1 Basket (-)2232	CA1 Interneuron Specific LMO-O (-)2003	3.404333987	4.663314825	585.6508375	20.13074232	0.252184067
2248	CA1 Basket CCK+ (-)2232	CA1 Interneuron Specific LMO-O (-)2003	1.433605641	7.559194671	617.3406471	68.90221456	0.210712592
2249	CA3 Trilaminar (-)01113p	CA1 Interneuron Specific LMO-O (-)2003	1.527800817	6.669017169	558.9066449	23.89284832	0.201115605
2250	CA2 Bistratified (-)0313p	CA1 Interneuron Specific LMO-O (-)2003	2.244878114	5.841872571	575.3180559	18.25113958	0.226069471
2251	CA1 Quadrilaminar (-)3333	CA1 Interneuron Specific LMO-O (-)2003	1.653711903	6.456443512	503.014529	23.94854539	0.215189156
2252	CA1 LMR Projecting (-)3300p	CA1 Interneuron Specific LMO-O (-)2003	1.636732923	6.598134047	565.3356264	25.40079088	0.197770787
2253	CA1 LMR (-)3300	CA1 Interneuron Specific LMO-O (-)2003	1.727227215	6.641586613	555.3064616	20.7174562	0.211499467
2254	CA1 Perforant Path-Associated (-)3200p	CA1 Interneuron Specific LMO-O (-)2003	1.781830318	6.250046932	557.2114483	29.611961	0.202768802
2255	CA1 Neurogliaform Projecting (-)3000p	CA1 Interneuron Specific LMO-O (-)2003	1.400129314	7.882459626	537.8790198	32.57062269	0.206874782
2256	CA1 Neurogliaform (-)3000	CA1 Interneuron Specific LMO-O (-)2003	1.453193308	7.544914048	531.2222291	24.64624695	0.20415305
2257	CA1 Radial Trilaminar (-)2333	CA1 Interneuron Specific LMO-O (-)2003	1.42890233	6.707720175	602.2445862	26.71229336	0.196586756
2258	CA1 Schaffer Collateral-Associated (-)2311	CA1 Interneuron Specific LMO-O (-)2003	1.275058755	6.689204144	611.5471144	27.57772738	0.163610084
2259	CA1 Back-Projection (-)1133p	CA1 Interneuron Specific LMO-O (-)2003	1.691602811	6.808541384	579.2654811	24.26216138	0.208092469
2260	CA1 SO-SO (-)0003	CA1 Interneuron Specific LMO-O (-)2003	1.636835608	6.740295114	563.0257557	23.12702584	0.211748766
2261	CA1 Trilaminar (-)0113p	CA1 Interneuron Specific LMO-O (-)2003	1.526473279	6.939223734	606.2612437	20.16310964	0.206229421
2262	CA1 Hippocampo-Subicular Projecting ENK+ (-)0313p	CA1 Interneuron Specific LMO-O (-)2003	1.578265168	6.622158528	578.3187351	23.38975209	0.211438708
2263	CA1 Oriens/Alveus (-)2233	CA1 Interneuron Specific LMO-O (-)2003	1.63954441	6.068344275	561.0819408	18.16935903	0.211280155
2264	CA1 R-Receiving Apical-Targeting (-)1300	CA1 Interneuron Specific LMO-O (-)2003	1.581210058	6.59954345	568.8139888	25.09894201	0.202101032
2265	CA1 OR-LM (-)1202	CA1 Interneuron Specific LMO-O (-)2003	1.669718205	6.388463896	547.1962458	24.90836023	0.210089479
2266	CA1 Oriens-Bistratified Projecting (-)1113p	CA1 Interneuron Specific LMO-O (-)2003	1.558081981	6.687015259	569.8171112	22.48093998	0.210726682
2267	CA1 O-LM (-)1002	CA1 Interneuron Specific LMO-O (-)2003	1.685079273	6.49857988	575.9397378	20.67881937	0.207983941
2268	CA1 Perforant Path-Associated QuadD (-)3222	CA1 Interneuron Specific LMO-O (-)2003	1.817731138	6.290701758	564.9585228	23.46092989	0.216975983
2269	CA1 Bistratified (-)0333	CA1 Interneuron Specific LMO-O (-)2003	1.435502903	9.227883931	693.4036022	16.14819264	0.240150589
2270	CA1 Ivy (-)0333	CA1 Interneuron Specific LMO-O (-)2003	1.463722959	8.159646656	641.4357201	19.02140947	0.226152336
2271	CA1 Oriens-Bistratified (-)0103	CA1 Interneuron Specific LMO-O (-)2003	1.533927583	6.861755894	569.2503132	23.45625749	0.217076543
2272	CA1 O-LMR (-)1102	CA1 Interneuron Specific LMO-O (-)2003	1.640096325	6.451071899	574.5109414	21.27357313	0.21157433
2273	CA1 Recurrent O-LM (-)1003	CA1 Interneuron Specific LMO-O (-)2003	1.657099368	6.631321336	577.1331745	20.97340794	0.21152482
2274	CA1 Interneuron Specific O-Targeting QuadD (-)2223	CA1 Interneuron Specific LMO-O (-)2003	1.299163021	6.635832726	587.9565327	23.82441742	0.18309087
2275	CA1 Interneuron Specific LMO-O (-)2003	CA1 Interneuron Specific LMO-O (-)2003	1.563914476	6.580933544	556.6700589	25.20662764	0.220437609
2276	CA1 Interneuron Specific R-O (-)0221	CA1 Interneuron Specific LMO-O (-)2003	1.502585917	6.610358564	550.657704	23.93567771	0.221753818
2277	CA1 Interneuron Specific RO-O (-)0203	CA1 Interneuron Specific LMO-O (-)2003	1.559038219	6.562356803	551.9042904	24.48201231	0.220596399
2278	CA3 Pyramidal (+)23223p	CA1 Interneuron Specific O-R (-)0102	1.02173303	6.066098371	391.7644548	30.15629618	0.183986383
2279	CA3c Pyramidal (+)03223p	CA1 Interneuron Specific O-R (-)0102	1.699800653	4.81171582	326.9287219	32.89212476	0.209951178
2280	CA2 Pyramidal (+)2333p	CA1 Interneuron Specific O-R (-)0102	1.850435763	3.848866798	280.495265	67.76101191	0.232711557
2281	CA1 Pyramidal (+)2223p	CA1 Interneuron Specific O-R (-)0102	1.564121225	3.941886478	289.0366104	73.50407119	0.171919758
2282	CA1 Radiatum Giant (+)2201	CA1 Interneuron Specific O-R (-)0102	1.325624416	4.80309944	413.2032255	40.74241282	0.160172302
2283	CA3 Trilaminar (-)01113p	CA1 Interneuron Specific O-R (-)0102	1.584295396	6.575489359	559.9588337	22.1208038	0.203569272
2284	CA2 Bistratified (-)0313p	CA1 Interneuron Specific O-R (-)0102	2.32907939	5.752550194	578.6784159	16.9952448	0.229527722
2285	CA1 Quadrilaminar (-)3333	CA1 Interneuron Specific O-R (-)0102	1.730531757	6.376447858	509.087224	21.96987	0.218008698
2286	CA1 Radial Trilaminar (-)2333	CA1 Interneuron Specific O-R (-)0102	1.466882609	6.559417284	607.1692048	24.79715207	0.198091192
2287	CA1 Schaffer Collateral-Associated (-)2311	CA1 Interneuron Specific O-R (-)0102	1.315550009	6.612802364	621.1787562	25.47259775	0.165355235
2288	CA1 Back-Projection (-)1133p	CA1 Interneuron Specific O-R (-)0102	1.74539913	6.751267019	584.415885	22.7385641	0.211050528
